SaleId,CustomerId,Flower,Quantity,TotalSale,SaleDate,StoreId
2048,222,Violet,5,87,2023-07-10,11
2049,489,Carnation,17,69,2023-08-06,25
2050,724,Daisy,5,87,2023-03-24,21
2051,626,Sunflower,8,23,2023-11-09,8
2052,786,Violet,18,14,2024-01-24,22
2053,724,Orchid,7,33,2023-09-27,14
2054,902,Orchid,2,74,2023-12-09,15
2055,332,Violet,1,15,2023-10-11,17
2056,584,Lily,5,55,2023-05-14,8
2057,683,Carnation,13,86,2023-05-14,19
2058,839,Rose,15,36,2023-03-26,4
2059,706,Carnation,11,76,2024-01-03,9
2060,409,Peony,17,47,2023-07-28,23
2061,959,Orchid,18,38,2023-05-30,16
2062,155,Tulip,7,49,2023-03-15,23
2063,289,Carnation,20,77,2023-08-30,23
2064,821,Rose,16,44,2023-03-10,19
2065,601,Violet,9,43,2024-01-31,7
2066,694,Peony,11,33,2023-05-11,14
2067,864,Carnation,12,48,2023-11-09,25
2068,545,Rose,16,95,2023-10-29,23
2069,293,Rose,13,19,2023-12-29,16
2070,540,Tulip,12,97,2023-06-29,12
2071,665,Sunflower,13,73,2023-07-05,12
2072,306,Sunflower,18,38,2023-11-09,13
2073,721,Chrysanthemum,15,90,2024-02-10,14
2074,931,Tulip,19,9,2023-11-07,8
2075,179,Peony,3,50,2023-05-02,15
2076,616,Lily,4,48,2023-05-15,1
2077,615,Chrysanthemum,5,48,2023-06-02,21
2078,616,Rose,19,98,2024-02-23,2
2079,133,Sunflower,15,49,2023-04-16,13
2080,993,Peony,9,82,2023-10-27,4
2081,458,Lily,12,91,2023-04-26,16
2082,120,Lily,4,69,2023-09-01,5
2083,3,Lily,1,67,2023-06-11,13
2084,159,Orchid,20,28,2023-09-18,18
2085,876,Sunflower,18,87,2024-01-17,21
2086,357,Tulip,17,17,2023-05-03,10
2087,168,Daisy,3,47,2023-08-15,15
2088,469,Peony,6,38,2023-12-06,11
2089,841,Violet,5,13,2023-08-30,9
2090,296,Sunflower,9,93,2023-09-07,20
2091,177,Lily,8,29,2023-09-06,25
2092,583,Chrysanthemum,10,77,2023-03-25,3
2093,590,Chrysanthemum,2,30,2023-11-14,3
2094,854,Orchid,3,25,2023-04-20,10
2095,807,Rose,12,92,2023-12-15,1
2096,404,Rose,8,70,2023-09-20,22
2097,528,Tulip,19,90,2023-06-15,24
2098,813,Violet,6,37,2024-02-20,12
2099,99,Peony,16,77,2023-06-02,7
2100,216,Lily,11,89,2023-07-31,6
2101,764,Chrysanthemum,4,42,2023-12-28,13
2102,658,Rose,12,40,2023-07-24,9
2103,19,Carnation,3,3,2023-04-10,17
2104,908,Rose,19,54,2023-03-13,18
2105,778,Sunflower,7,27,2023-04-14,6
2106,98,Orchid,9,46,2023-07-03,7
2107,332,Peony,20,71,2023-12-29,19
2108,591,Rose,16,17,2023-03-26,25
2109,912,Daisy,4,20,2023-08-17,6
2110,109,Rose,15,94,2023-09-29,6
2111,245,Lily,16,44,2023-06-24,10
2112,585,Orchid,5,63,2023-12-06,8
2113,359,Orchid,20,21,2023-04-13,12
2114,770,Daisy,7,59,2024-01-19,12
2115,100,Violet,13,82,2023-09-27,16
2116,677,Lily,6,99,2023-08-24,9
2117,365,Lily,8,87,2023-05-01,7
2118,514,Lily,1,47,2023-04-06,3
2119,108,Chrysanthemum,14,69,2023-07-19,23
2120,806,Peony,6,97,2023-06-29,10
2121,55,Orchid,13,15,2023-12-28,10
2122,96,Rose,5,53,2024-03-04,22
2123,313,Daisy,18,7,2023-09-18,3
2124,883,Chrysanthemum,13,5,2023-05-10,11
2125,822,Tulip,17,51,2024-03-05,3
2126,613,Daisy,15,86,2024-03-05,10
2127,15,Violet,17,56,2024-02-16,1
2128,410,Carnation,10,42,2023-07-17,9
2129,704,Sunflower,18,19,2024-02-25,7
2130,802,Carnation,9,74,2023-11-17,24
2131,197,Daisy,8,17,2023-10-06,25
2132,628,Sunflower,20,78,2023-11-02,22
2133,145,Peony,17,35,2023-08-21,17
2134,710,Orchid,16,74,2023-08-25,22
2135,476,Daisy,19,9,2024-01-20,25
2136,429,Carnation,8,58,2023-12-22,15
2137,765,Rose,2,25,2023-11-07,7
2138,833,Daisy,5,79,2024-01-22,12
2139,895,Carnation,9,52,2024-01-20,7
2140,701,Tulip,11,72,2023-03-09,23
2141,617,Sunflower,17,95,2023-04-16,13
2142,698,Peony,10,66,2023-12-11,7
2143,140,Violet,11,0,2024-01-07,10
2144,174,Tulip,11,81,2023-03-14,7
2145,605,Carnation,14,15,2023-09-26,10
2146,108,Carnation,1,4,2023-05-06,24
2147,805,Chrysanthemum,11,44,2024-01-30,2
2148,841,Chrysanthemum,10,62,2023-06-09,23
2149,73,Lily,6,15,2023-08-26,19
2150,244,Daisy,9,59,2023-12-01,1
2151,25,Daisy,2,17,2024-02-08,12
2152,668,Daisy,5,31,2023-12-21,8
2153,918,Rose,2,30,2023-07-31,12
2154,613,Violet,19,24,2023-08-20,2
2155,925,Violet,8,21,2023-03-31,18
2156,768,Orchid,20,99,2023-05-02,22
2157,218,Sunflower,10,81,2023-10-26,2
2158,370,Chrysanthemum,7,36,2023-06-11,21
2159,771,Tulip,14,31,2023-10-01,12
2160,413,Chrysanthemum,19,41,2023-08-12,13
2161,323,Chrysanthemum,8,3,2023-06-22,5
2162,429,Carnation,14,44,2023-04-29,25
2163,931,Orchid,1,63,2023-10-04,12
2164,997,Chrysanthemum,7,52,2023-10-17,8
2165,666,Orchid,10,42,2023-04-23,19
2166,792,Lily,7,40,2023-04-06,25
2167,792,Violet,15,57,2023-07-11,9
2168,36,Tulip,19,61,2024-01-15,1
2169,561,Carnation,7,30,2023-08-30,18
2170,321,Orchid,2,95,2023-09-06,24
2171,195,Orchid,1,11,2023-10-15,3
2172,344,Tulip,8,43,2023-09-12,7
2173,96,Orchid,12,9,2023-12-26,6
2174,578,Chrysanthemum,15,99,2023-09-29,11
2175,239,Lily,16,24,2023-05-06,22
2176,745,Daisy,20,74,2024-01-10,10
2177,726,Violet,13,91,2023-10-31,14
2178,679,Violet,13,65,2023-11-13,11
2179,843,Lily,16,36,2023-10-24,21
2180,390,Chrysanthemum,5,38,2023-04-07,9
2181,283,Carnation,20,33,2023-04-30,24
2182,312,Orchid,18,0,2023-12-16,6
2183,744,Carnation,13,96,2023-11-04,9
2184,323,Carnation,16,62,2023-09-12,20
2185,48,Peony,7,61,2023-04-27,19
2186,779,Lily,5,9,2023-04-29,12
2187,274,Daisy,11,63,2023-10-21,8
2188,580,Tulip,16,57,2023-05-06,22
2189,614,Violet,17,91,2023-04-08,12
2190,128,Orchid,11,80,2023-05-16,23
2191,60,Chrysanthemum,19,51,2023-10-05,17
2192,806,Sunflower,15,47,2024-02-05,19
2193,182,Violet,13,91,2023-10-06,2
2194,412,Rose,10,51,2023-07-11,12
2195,676,Tulip,15,92,2023-03-15,20
2196,116,Sunflower,10,77,2023-08-31,4
2197,37,Violet,6,92,2024-02-28,1
2198,251,Daisy,9,73,2023-05-18,12
2199,656,Peony,10,96,2023-10-11,6
2200,819,Daisy,13,87,2023-07-13,3
2201,622,Peony,7,21,2023-12-29,16
2202,873,Carnation,8,91,2024-02-24,13
2203,268,Sunflower,20,34,2023-08-11,8
2204,90,Lily,12,76,2023-11-04,22
2205,3,Orchid,10,76,2023-11-16,21
2206,377,Daisy,13,56,2023-09-04,5
2207,31,Sunflower,1,7,2023-12-31,6
2208,304,Carnation,4,40,2023-07-11,22
2209,364,Tulip,12,0,2023-04-23,20
2210,22,Tulip,12,85,2023-09-01,25
2211,851,Violet,10,3,2024-01-15,7
2212,751,Peony,16,5,2023-03-11,7
2213,382,Violet,1,85,2023-09-18,16
2214,465,Carnation,8,55,2023-05-05,9
2215,129,Violet,3,29,2023-06-08,5
2216,31,Peony,13,20,2023-05-14,7
2217,140,Daisy,16,1,2023-07-12,5
2218,988,Carnation,3,10,2024-02-21,2
2219,775,Orchid,7,98,2023-08-02,6
2220,572,Daisy,7,78,2024-01-09,16
2221,612,Rose,20,67,2023-03-10,11
2222,710,Tulip,2,55,2023-04-26,13
2223,365,Sunflower,13,70,2023-08-08,12
2224,759,Violet,14,96,2023-09-29,21
2225,1000,Daisy,14,57,2024-01-28,20
2226,336,Violet,18,1,2023-09-06,25
2227,168,Tulip,15,5,2023-06-15,24
2228,983,Lily,15,48,2023-11-28,12
2229,942,Rose,20,29,2024-01-26,12
2230,837,Tulip,20,80,2023-04-12,19
2231,493,Rose,10,73,2023-03-29,6
2232,853,Daisy,6,84,2023-07-26,24
2233,224,Tulip,12,11,2023-09-19,24
2234,415,Chrysanthemum,17,29,2023-05-04,18
2235,417,Chrysanthemum,9,35,2023-09-04,20
2236,474,Daisy,14,87,2024-01-22,20
2237,46,Sunflower,3,3,2023-03-22,10
2238,360,Carnation,3,14,2023-05-08,24
2239,526,Rose,17,33,2023-05-08,18
2240,682,Rose,14,74,2024-01-18,13
2241,678,Violet,1,3,2023-04-23,6
2242,461,Orchid,16,79,2023-04-07,10
2243,647,Tulip,19,27,2023-10-10,10
2244,288,Orchid,7,4,2023-07-28,1
2245,112,Violet,5,50,2023-12-11,23
2246,362,Peony,15,34,2023-06-03,9
2247,658,Lily,3,80,2023-09-28,19
2248,903,Chrysanthemum,20,28,2023-05-05,10
2249,338,Carnation,14,32,2023-04-01,17
2250,838,Tulip,9,14,2023-11-20,5
2251,163,Sunflower,19,67,2023-08-22,13
2252,681,Orchid,11,21,2023-05-02,14
2253,378,Orchid,19,57,2024-02-04,16
2254,715,Lily,11,98,2023-11-06,22
2255,622,Sunflower,12,55,2023-12-08,8
2256,117,Peony,8,96,2023-05-15,17
2257,82,Chrysanthemum,15,69,2024-02-08,22
2258,935,Lily,2,76,2023-03-25,15
2259,598,Daisy,20,95,2023-06-12,4
2260,296,Orchid,12,59,2023-05-30,16
2261,713,Rose,13,28,2023-04-29,13
2262,184,Violet,8,74,2023-11-05,21
2263,882,Chrysanthemum,19,80,2023-05-07,19
2264,410,Peony,8,70,2023-05-04,21
2265,375,Rose,8,19,2023-10-05,9
2266,210,Violet,9,71,2024-02-18,9
2267,625,Tulip,2,46,2024-01-31,5
2268,283,Sunflower,9,86,2023-09-30,25
2269,709,Chrysanthemum,15,9,2023-09-30,9
2270,701,Daisy,5,95,2023-05-27,14
2271,907,Peony,16,36,2023-06-12,21
2272,973,Carnation,6,7,2024-03-04,4
2273,14,Sunflower,18,27,2024-01-07,6
2274,641,Tulip,7,19,2024-01-21,14
2275,656,Chrysanthemum,1,34,2023-08-31,7
2276,332,Tulip,4,60,2023-06-27,14
2277,91,Sunflower,7,38,2023-05-01,13
2278,873,Sunflower,9,26,2023-10-05,24
2279,287,Orchid,2,0,2023-08-21,4
2280,389,Carnation,11,11,2024-01-18,11
2281,569,Daisy,9,34,2023-12-04,13
2282,818,Sunflower,13,21,2023-09-04,21
2283,466,Sunflower,3,56,2024-01-09,24
2284,788,Lily,4,42,2023-07-12,19
2285,90,Peony,20,30,2023-12-19,13
2286,683,Daisy,5,62,2024-01-24,25
2287,493,Daisy,9,21,2024-02-07,25
2288,127,Chrysanthemum,8,97,2024-02-19,22
2289,756,Rose,17,69,2023-10-27,11
2290,9,Chrysanthemum,3,76,2023-10-31,3
2291,709,Daisy,12,86,2023-09-25,3
2292,359,Carnation,15,18,2023-10-24,18
2293,494,Violet,20,3,2023-08-17,2
2294,669,Daisy,8,83,2023-04-18,10
2295,775,Daisy,2,17,2023-10-02,8
2296,409,Carnation,7,61,2023-03-22,3
2297,824,Orchid,20,41,2024-03-04,21
2298,460,Daisy,1,27,2023-11-14,11
2299,979,Orchid,9,1,2023-12-30,21
2300,541,Sunflower,20,62,2024-02-13,20
2301,865,Violet,2,33,2023-08-17,7
2302,760,Lily,12,78,2023-09-03,5
2303,381,Violet,3,67,2024-02-21,22
2304,453,Sunflower,15,97,2024-02-04,23
2305,326,Violet,16,51,2023-10-29,24
2306,59,Violet,1,2,2023-04-21,3
2307,472,Rose,4,93,2023-06-30,2
2308,879,Violet,19,3,2023-03-17,8
2309,93,Lily,17,86,2023-08-15,2
2310,362,Chrysanthemum,9,34,2023-06-16,24
2311,284,Rose,10,46,2023-04-12,2
2312,254,Sunflower,15,14,2023-03-16,13
2313,6,Orchid,11,23,2024-02-26,13
2314,272,Rose,18,45,2023-10-10,17
2315,642,Violet,11,5,2023-08-12,8
2316,147,Chrysanthemum,10,58,2023-08-11,3
2317,178,Carnation,12,92,2024-02-01,8
2318,941,Orchid,2,16,2024-01-22,5
2319,681,Violet,11,40,2023-06-30,25
2320,128,Peony,6,34,2023-06-18,25
2321,96,Carnation,6,32,2023-06-25,18
2322,204,Lily,2,50,2023-12-17,25
2323,120,Violet,10,88,2023-03-30,17
2324,713,Chrysanthemum,17,50,2024-02-08,17
2325,13,Violet,3,20,2023-04-28,12
2326,438,Peony,11,91,2023-03-11,6
2327,935,Tulip,16,27,2024-02-15,9
2328,238,Chrysanthemum,6,47,2023-10-09,2
2329,555,Violet,6,92,2023-08-27,7
2330,522,Lily,15,26,2023-10-07,14
2331,309,Lily,3,55,2023-10-04,11
2332,925,Daisy,5,44,2023-11-12,13
2333,67,Orchid,18,84,2023-11-28,18
2334,251,Chrysanthemum,5,51,2024-01-14,10
2335,969,Daisy,8,26,2023-12-03,9
2336,676,Carnation,20,59,2023-10-17,24
2337,299,Orchid,12,36,2023-12-18,24
2338,83,Carnation,1,79,2023-07-19,25
2339,470,Chrysanthemum,8,35,2023-04-13,22
2340,405,Violet,15,71,2023-05-12,3
2341,477,Violet,9,70,2023-04-06,24
2342,540,Chrysanthemum,9,41,2023-05-04,1
2343,270,Carnation,15,35,2023-08-13,23
2344,598,Orchid,7,6,2023-10-03,17
2345,572,Daisy,10,21,2023-07-30,5
2346,11,Tulip,17,97,2024-01-14,23
2347,262,Rose,4,1,2023-03-08,20
2348,953,Sunflower,7,0,2023-12-29,22
2349,107,Tulip,7,41,2023-11-15,3
2350,596,Lily,12,17,2023-12-16,18
2351,953,Sunflower,16,75,2024-02-24,16
2352,432,Daisy,1,54,2023-11-06,16
2353,808,Violet,5,23,2023-11-15,22
2354,856,Lily,15,28,2023-04-25,24
2355,348,Orchid,2,76,2023-06-18,9
2356,761,Rose,19,9,2023-05-25,17
2357,592,Rose,16,13,2023-05-15,23
2358,623,Carnation,7,21,2023-04-11,22
2359,497,Violet,15,36,2023-03-17,3
2360,159,Lily,10,66,2023-04-20,23
2361,161,Carnation,12,81,2023-09-11,21
2362,319,Sunflower,12,13,2023-11-17,16
2363,292,Peony,17,93,2023-07-12,14
2364,555,Sunflower,17,43,2023-05-27,17
2365,251,Violet,10,56,2023-12-16,23
2366,64,Violet,17,37,2023-03-23,9
2367,321,Carnation,11,88,2023-12-28,7
2368,95,Sunflower,9,89,2023-12-29,20
2369,901,Daisy,18,2,2024-01-23,10
2370,571,Daisy,5,98,2024-01-29,19
2371,484,Carnation,5,86,2023-07-24,20
2372,409,Daisy,12,64,2023-05-24,8
2373,909,Tulip,8,53,2024-02-15,10
2374,517,Chrysanthemum,3,9,2023-09-23,14
2375,168,Chrysanthemum,7,85,2024-01-16,18
2376,664,Tulip,14,94,2023-04-12,8
2377,670,Rose,6,37,2023-10-06,17
2378,217,Peony,18,68,2023-04-08,13
2379,3,Carnation,9,67,2023-09-27,3
2380,229,Carnation,2,25,2024-02-17,8
2381,362,Tulip,10,35,2023-12-27,13
2382,588,Tulip,7,93,2024-01-18,17
2383,605,Violet,14,81,2023-03-19,4
2384,695,Daisy,14,33,2023-06-06,23
2385,58,Orchid,14,23,2023-11-17,5
2386,200,Chrysanthemum,10,54,2023-11-21,18
2387,280,Rose,3,32,2024-02-05,15
2388,458,Carnation,15,59,2023-07-09,5
2389,402,Daisy,3,97,2024-01-21,8
2390,870,Daisy,3,52,2023-07-26,15
2391,353,Lily,3,26,2023-12-18,15
2392,75,Lily,15,22,2024-02-14,17
2393,156,Orchid,11,15,2023-07-20,19
2394,660,Peony,20,56,2024-02-29,24
2395,631,Sunflower,8,25,2023-05-08,7
2396,235,Sunflower,17,64,2024-03-07,18
2397,129,Sunflower,16,24,2023-11-24,18
2398,391,Lily,13,47,2023-09-23,9
2399,56,Violet,6,45,2023-07-24,12
2400,574,Chrysanthemum,19,88,2023-08-14,22
2401,90,Tulip,16,0,2023-09-01,18
2402,390,Lily,11,18,2023-11-01,22
2403,458,Lily,8,12,2023-10-13,19
2404,913,Daisy,2,25,2023-10-04,3
2405,343,Sunflower,18,9,2023-03-11,8
2406,900,Carnation,4,7,2023-06-12,14
2407,904,Chrysanthemum,18,54,2023-07-26,6
2408,392,Chrysanthemum,15,3,2024-01-30,11
2409,501,Orchid,14,52,2023-11-01,14
2410,244,Rose,20,28,2024-01-18,23
2411,956,Orchid,1,86,2023-07-21,4
2412,772,Lily,19,97,2023-06-28,5
2413,626,Lily,5,26,2023-12-22,20
2414,974,Carnation,3,57,2023-06-23,4
2415,602,Sunflower,3,74,2023-07-17,11
2416,542,Sunflower,20,52,2023-10-18,24
2417,77,Daisy,1,62,2024-01-20,22
2418,378,Peony,17,15,2023-05-23,11
2419,912,Peony,9,49,2023-12-27,13
2420,508,Violet,18,59,2023-06-21,3
2421,769,Chrysanthemum,13,55,2023-07-28,13
2422,415,Peony,7,75,2023-09-22,8
2423,219,Lily,9,65,2023-10-10,8
2424,403,Rose,9,77,2023-11-30,8
2425,559,Rose,3,27,2023-06-14,13
2426,621,Sunflower,15,16,2023-03-30,17
2427,495,Tulip,4,68,2023-09-09,17
2428,862,Carnation,20,98,2023-12-30,7
2429,249,Lily,10,68,2023-09-09,14
2430,66,Lily,16,77,2023-04-19,2
2431,453,Tulip,18,77,2023-09-26,2
2432,564,Peony,18,57,2023-10-27,6
2433,120,Rose,18,56,2023-03-15,14
2434,682,Tulip,9,46,2023-05-21,18
2435,573,Violet,3,86,2023-03-26,12
2436,337,Carnation,8,13,2024-01-22,16
2437,688,Carnation,15,32,2024-03-02,6
2438,229,Orchid,14,60,2023-09-08,13
2439,210,Orchid,9,10,2023-03-22,16
2440,447,Violet,5,68,2023-08-04,7
2441,228,Chrysanthemum,18,11,2024-01-20,11
2442,512,Violet,3,41,2024-02-02,22
2443,438,Tulip,4,2,2023-12-17,9
2444,243,Violet,20,4,2023-09-27,19
2445,768,Peony,11,91,2024-03-04,17
2446,772,Orchid,15,34,2024-01-06,6
2447,69,Lily,8,99,2023-05-01,1
2448,852,Peony,7,10,2023-06-22,10
2449,706,Violet,20,30,2023-05-15,3
2450,242,Rose,9,21,2023-05-10,18
2451,955,Rose,8,9,2023-10-28,23
2452,281,Carnation,1,8,2023-07-22,8
2453,645,Peony,17,29,2023-12-11,10
2454,573,Peony,11,35,2023-11-08,17
2455,400,Tulip,1,52,2023-11-30,19
2456,406,Lily,2,30,2024-02-19,16
2457,990,Carnation,5,25,2023-04-14,22
2458,112,Violet,1,40,2024-01-05,18
2459,871,Tulip,1,9,2023-08-12,5
2460,465,Tulip,20,89,2024-01-16,23
2461,222,Orchid,13,8,2023-09-10,7
2462,206,Violet,20,30,2024-02-13,23
2463,956,Sunflower,2,98,2023-12-16,18
2464,762,Sunflower,6,65,2023-05-13,23
2465,627,Violet,10,32,2024-01-19,6
2466,378,Carnation,8,98,2023-11-07,4
2467,614,Lily,18,80,2023-08-23,24
2468,756,Violet,17,56,2023-11-02,4
2469,583,Tulip,4,62,2023-06-19,19
2470,914,Sunflower,12,20,2023-12-17,6
2471,20,Violet,16,19,2024-01-25,6
2472,424,Peony,17,34,2023-10-09,15
2473,617,Chrysanthemum,4,8,2024-02-13,14
2474,365,Daisy,5,42,2023-09-13,8
2475,568,Carnation,20,38,2023-03-11,7
2476,663,Tulip,1,4,2023-08-09,3
2477,237,Rose,3,66,2023-10-23,1
2478,875,Carnation,20,73,2023-06-17,17
2479,535,Carnation,7,93,2024-01-23,20
2480,236,Violet,2,26,2023-11-27,16
2481,206,Chrysanthemum,12,89,2023-09-30,1
2482,155,Tulip,5,45,2023-11-07,14
2483,634,Violet,12,0,2023-08-23,17
2484,254,Lily,9,5,2023-12-05,2
2485,553,Lily,16,96,2023-06-24,5
2486,44,Carnation,1,80,2023-08-11,20
2487,327,Orchid,5,66,2023-08-28,12
2488,841,Daisy,3,79,2023-06-19,5
2489,72,Chrysanthemum,16,76,2023-07-22,3
2490,148,Carnation,16,64,2023-11-09,16
2491,962,Chrysanthemum,10,96,2024-02-11,19
2492,191,Chrysanthemum,15,7,2023-06-21,9
2493,631,Chrysanthemum,5,21,2023-08-08,21
2494,647,Rose,3,98,2023-06-02,24
2495,581,Violet,16,87,2024-01-04,24
2496,209,Peony,11,76,2023-09-01,25
2497,845,Violet,18,80,2023-06-03,15
2498,657,Violet,6,24,2023-10-05,15
2499,316,Peony,5,52,2023-06-05,16
2500,666,Chrysanthemum,16,68,2023-08-09,24
2501,421,Violet,12,66,2023-11-02,13
2502,301,Lily,17,35,2023-04-10,18
2503,976,Sunflower,1,27,2023-11-12,15
2504,370,Rose,8,24,2023-04-18,5
2505,171,Orchid,20,93,2023-07-25,12
2506,267,Lily,16,3,2023-12-20,17
2507,662,Sunflower,10,12,2023-08-07,18
2508,676,Rose,13,62,2024-02-01,13
2509,654,Lily,16,11,2023-09-28,11
2510,552,Sunflower,1,8,2023-03-23,5
2511,365,Sunflower,6,32,2024-02-18,1
2512,923,Rose,2,81,2023-04-19,1
2513,967,Orchid,14,32,2023-11-04,9
2514,23,Sunflower,12,39,2023-05-03,21
2515,390,Daisy,7,45,2023-11-02,4
2516,375,Rose,16,88,2024-02-18,16
2517,438,Rose,14,59,2023-10-01,13
2518,884,Orchid,3,65,2024-02-29,20
2519,307,Tulip,15,98,2023-05-23,12
2520,978,Rose,20,38,2023-08-22,5
2521,239,Chrysanthemum,5,76,2023-09-29,5
2522,44,Tulip,15,17,2023-08-12,8
2523,140,Peony,3,45,2024-02-01,2
2524,17,Lily,16,45,2023-08-11,3
2525,94,Chrysanthemum,3,70,2023-05-14,17
2526,804,Violet,16,38,2023-03-31,9
2527,617,Tulip,14,22,2024-01-29,18
2528,941,Chrysanthemum,1,57,2023-09-21,11
2529,904,Peony,3,15,2024-01-16,22
2530,375,Violet,18,51,2023-07-05,18
2531,392,Sunflower,5,28,2023-11-05,17
2532,447,Peony,3,46,2023-07-30,17
2533,515,Lily,9,92,2023-08-26,6
2534,694,Peony,17,29,2024-02-24,23
2535,517,Chrysanthemum,15,37,2024-01-18,15
2536,887,Daisy,17,95,2024-02-14,25
2537,261,Chrysanthemum,8,1,2023-12-06,1
2538,475,Violet,20,6,2023-12-26,2
2539,533,Sunflower,3,37,2023-12-10,3
2540,926,Sunflower,7,3,2023-06-14,15
2541,892,Sunflower,15,7,2023-11-01,15
2542,630,Lily,1,88,2023-11-05,25
2543,571,Tulip,17,86,2023-11-22,9
2544,511,Sunflower,6,86,2024-02-13,25
2545,213,Chrysanthemum,5,44,2024-01-10,8
2546,462,Carnation,2,19,2023-12-02,21
2547,76,Peony,20,89,2023-07-03,19
2548,906,Sunflower,12,41,2023-06-19,24
2549,546,Rose,17,74,2023-03-31,8
2550,671,Rose,2,91,2023-08-13,22
2551,469,Sunflower,7,50,2023-10-28,9
2552,109,Sunflower,8,91,2023-12-16,21
2553,439,Violet,13,61,2023-04-05,17
2554,205,Chrysanthemum,10,21,2024-02-14,12
2555,277,Chrysanthemum,4,74,2023-06-25,5
2556,10,Daisy,9,36,2024-02-17,23
2557,179,Violet,2,37,2023-12-20,12
2558,48,Peony,5,29,2023-08-28,12
2559,3,Peony,19,85,2023-06-11,23
2560,420,Violet,5,20,2023-11-04,8
2561,911,Carnation,16,46,2023-04-21,17
2562,135,Tulip,5,65,2024-02-15,15
2563,754,Tulip,18,29,2023-07-06,4
2564,723,Lily,2,18,2023-07-03,24
2565,35,Lily,11,51,2023-11-05,19
2566,662,Chrysanthemum,12,72,2023-08-01,3
2567,414,Carnation,15,48,2023-12-08,9
2568,669,Violet,9,85,2023-09-08,4
2569,994,Orchid,13,74,2023-10-23,19
2570,923,Orchid,7,37,2023-11-24,14
2571,101,Orchid,18,30,2023-12-25,12
2572,365,Rose,18,24,2023-07-23,6
2573,209,Lily,2,42,2023-03-09,23
2574,751,Lily,11,50,2024-02-22,6
2575,200,Carnation,10,89,2024-02-26,6
2576,666,Carnation,9,76,2024-01-16,9
2577,507,Peony,2,47,2023-03-08,25
2578,310,Orchid,8,73,2023-09-04,17
2579,554,Chrysanthemum,1,25,2024-02-19,10
2580,700,Daisy,20,23,2023-12-03,10
2581,4,Chrysanthemum,7,14,2023-04-01,9
2582,393,Tulip,13,20,2023-10-24,24
2583,516,Lily,12,21,2023-12-22,20
2584,861,Daisy,4,93,2023-03-15,1
2585,426,Carnation,14,82,2023-07-13,24
2586,68,Violet,4,59,2023-09-03,23
2587,354,Daisy,5,85,2024-02-15,3
2588,578,Daisy,5,30,2024-01-12,3
2589,637,Lily,14,84,2023-10-13,2
2590,115,Violet,3,52,2023-12-14,17
2591,105,Chrysanthemum,16,54,2024-02-27,11
2592,120,Violet,8,82,2023-11-05,2
2593,437,Daisy,20,89,2023-12-12,25
2594,23,Violet,5,75,2023-12-31,22
2595,69,Orchid,7,7,2023-03-10,6
2596,848,Daisy,9,36,2023-07-17,13
2597,432,Carnation,9,88,2023-07-02,22
2598,377,Peony,18,86,2023-07-24,13
2599,84,Violet,1,94,2023-08-20,21
2600,189,Rose,3,39,2023-11-04,11
2601,480,Carnation,20,75,2023-07-23,3
2602,630,Chrysanthemum,17,8,2023-11-27,24
2603,569,Rose,11,85,2024-02-22,7
2604,453,Daisy,1,33,2023-05-19,13
2605,660,Carnation,6,25,2023-03-19,20
2606,276,Carnation,13,87,2023-04-27,24
2607,888,Rose,3,40,2023-11-15,11
2608,577,Tulip,3,98,2023-08-25,8
2609,585,Carnation,16,76,2023-05-20,18
2610,562,Peony,13,9,2023-11-14,19
2611,688,Carnation,12,15,2023-04-07,1
2612,573,Daisy,13,34,2023-08-30,15
2613,880,Peony,3,16,2023-03-09,4
2614,817,Lily,16,78,2023-10-21,6
2615,255,Sunflower,5,61,2024-02-21,17
2616,638,Lily,19,30,2024-01-28,1
2617,581,Lily,3,28,2023-03-20,10
2618,650,Tulip,18,15,2023-06-07,25
2619,201,Violet,11,69,2023-11-24,24
2620,302,Peony,20,63,2023-11-17,24
2621,866,Rose,12,9,2023-09-15,18
2622,181,Sunflower,19,49,2023-09-23,3
2623,147,Violet,16,48,2023-03-15,5
2624,560,Lily,6,64,2024-02-23,15
2625,806,Daisy,7,44,2023-10-30,5
2626,93,Tulip,13,94,2023-08-28,16
2627,520,Peony,20,88,2023-09-16,11
2628,204,Orchid,5,43,2023-03-28,11
2629,29,Daisy,13,56,2023-04-12,25
2630,821,Lily,17,96,2024-01-16,14
2631,298,Carnation,11,44,2023-12-13,10
2632,613,Peony,8,28,2023-11-07,4
2633,174,Lily,7,3,2023-09-10,21
2634,21,Rose,5,88,2024-03-04,9
2635,5,Carnation,10,12,2023-07-05,17
2636,910,Rose,11,8,2023-03-24,23
2637,618,Violet,18,69,2023-11-06,25
2638,170,Carnation,9,89,2023-08-19,22
2639,421,Sunflower,7,54,2023-04-07,9
2640,309,Orchid,12,38,2023-03-08,6
2641,79,Peony,1,24,2024-01-07,22
2642,860,Chrysanthemum,15,41,2023-09-04,15
2643,468,Daisy,12,40,2024-01-27,15
2644,593,Tulip,19,91,2023-10-01,21
2645,976,Lily,15,35,2023-09-21,16
2646,1,Tulip,3,8,2023-06-04,9
2647,611,Sunflower,19,28,2023-07-24,20
2648,859,Peony,16,73,2023-08-17,17
2649,715,Sunflower,15,35,2023-12-10,13
2650,458,Peony,13,91,2023-08-28,22
2651,978,Sunflower,12,41,2024-01-07,11
